session_id,target
1,5.949727833792548e-05
2,9.636117293592775e-08
3,1.4165808480456373e-08
4,7.394030579317115e-10
5,3.2552475867374994e-05
6,6.693019655924631e-06
7,0.0008788055561158455
8,0.00014557308233706403
9,2.7945891276450403e-05
10,0.001668347793505507
11,2.974122089184811e-05
12,3.915923880360921e-06
13,1.348720769727549e-05
14,0.01337072695753488
15,0.00011416804559008106
16,0.0001284758095055887
17,0.015246990572071592
18,1.0390404023673628e-06
19,0.000927398003205999
20,1.825729114379756e-07
21,0.06498523740310332
22,4.638951206651524e-08
23,3.571734380880626e-05
24,0.0003643708432681777
25,0.08293937727417473
26,5.475684549416982e-09
27,1.2812586724235715e-05
28,1.1759043736041125e-08
29,0.01742466227828796
30,0.0001415355069433722
31,0.01521520927530461
32,0.033274520703857904
33,1.8873653120439774e-05
34,9.738278044636698e-08
35,0.01736086156698119
36,0.0005223697603358974
37,5.6698749791855235e-11
38,7.931289808792748e-08
39,0.0001415355069433722
40,1.2222684312878056e-06
41,0.0005231083777817472
42,0.0013485779730182381
43,4.183586709101917e-06
44,1.1093155221002632e-05
45,0.2597544801029624
46,1.8513563452221157e-05
47,0.00016485411300487638
48,7.60057796096653e-06
49,3.358527885283159e-05
50,2.3522377138536238e-07
51,2.4551883332794104e-09
52,9.896778867571012e-06
53,0.03618470214249911
54,0.00015945686302486044
55,2.869628219997112e-06
56,0.0019811449627068945
57,3.199440410605118e-08
58,4.610490976555856e-07
59,1.936164011149232e-06
60,2.2093830293132083e-07
61,3.0443894694006605e-07
62,7.938838240140364e-05
63,7.052406633965762e-07
64,1.5427382113538154e-05
65,1.4191965584165567e-06
66,4.175497668909389e-07
67,1.3798634753356551e-05
68,0.00019489058844211648
69,0.06888938861523432
70,5.5746239430538705e-06
71,0.00036214655776760905
72,9.453815700967461e-05
73,0.033947168045255466
74,4.7555526374791766e-06
75,3.881338491282571e-05
76,0.00039666711557649826
77,0.0002417854349352888
78,0.0018596896529732524
79,8.27840080371501e-06
80,2.637806971550036e-06
81,2.1012910080123096e-06
82,5.9625133821896794e-05
83,1.4014132636818596e-09
84,0.5146193817744034
85,1.9706632829282497e-05
86,5.769400073231663e-07
87,0.0017857821547262224
88,0.00031039287890505333
89,0.0005537314263314057
90,0.0448675505452586
91,4.322693098051448e-06
92,4.2228228652472995e-07
93,0.033738191985530575
94,4.574574906859607e-05
95,0.035909596189150336
96,1.1975250566716127e-07
97,0.00010138757308636203
98,1.8840439624464053e-06
99,8.812906943724447e-07
100,9.72441491179778e-05
101,1.7087951147116625e-05
102,0.05059659719725448
103,4.540482328118504e-05
104,6.433855850089316e-05
105,5.274857799238498e-06
106,7.826176675769408e-06
107,0.00039944688324970387
108,2.363591000162756e-05
109,4.572891799189916e-07
110,3.5900966417840244e-06
111,0.00017909301106671974
112,6.1080902597551385e-09
113,0.00034792526603166015
114,1.5168774251076544e-07
115,1.3362107624213134e-06
116,1.5379884117634466e-05
117,6.103852416762006e-05
118,0.0035680568556442425
119,0.00022679511335255012
120,0.0002117082688585226
121,1.569050483732226e-06
122,2.8683007910636005e-06
123,1.2634858602423932e-05
124,2.8125753108252314e-05
125,0.0011813027774428655
126,1.6000294660018997e-07
127,3.403365664667034e-09
128,1.201602304982193e-05
129,0.003144164267388765
130,0.002238505734692743
131,0.00019947093296661205
132,0.0008161122937177493
133,0.0007356998261662787
134,1.9781819125385706e-06
135,6.518536807280777e-08
136,1.5427382113538154e-05
137,9.667371269994763e-06
138,0.0018188896214146042
139,3.744630376038875e-07
140,1.5158939294709108e-05
141,8.755843900254233e-09
142,1.008425524459036e-05
143,8.438757556572455e-06
144,0.00109699392138087
145,9.236749190615482e-08
146,0.0003085038417235954
147,1.7165216942784777e-05
148,0.0006762377450589041
149,0.0008335300867180133
150,0.06518071505637103
151,9.939441751073036e-08
152,0.03731318609838198
153,5.022119930876478e-05
154,6.65590363709129e-05
155,2.5646492370864842e-05
156,1.9907741907932847e-06
157,2.0868210569384026e-06
158,1.5427382113538154e-05
159,1.7826401582604923e-05
160,2.8683007910636005e-06
161,0.001678551277220232
162,5.152955227658624e-05
163,0.00011407536997603295
164,0.0032483903439070594
165,2.8798942032752656e-08
166,7.374605699008934e-07
167,0.00685243042540962
168,0.0008335300867180133
169,0.0006247277417803462
170,0.00019602642881564532
171,0.0011128948587923104
172,0.00017333462982688745
173,5.113017588477884e-05
174,0.00020799649537921395
175,0.1831638966403859
176,0.0006711442749780105
177,0.008840194494425274
178,2.2263094293430779e-07
179,1.7809461046105077e-05
180,0.0003321150977055532
181,1.5446101005290792e-05
182,0.0009890450078081322
183,3.3115363993573585e-06
184,1.8089769816270245e-05
185,8.594883445574926e-06
186,4.351523432625941e-05
187,4.264537373175295e-08
188,1.7202391315661404e-07
189,0.0016576923146820162
190,9.299431507411815e-06
191,1.0381218708877919e-05
192,6.242431146562461e-06
193,0.0009359081815374289
194,0.000556721841836924
195,9.651830857462222e-06
196,9.513541863883963e-07
197,0.00016540569950935596
198,0.0019117745686293983
199,0.010758888678493476
200,1.7383170672916827e-06
201,1.8909555102887194e-05
202,0.021465492420868926
203,1.6000294660018997e-07
204,4.581570342758148e-05
205,0.002591313425763141
206,7.306426188351253e-12
207,5.599825339301864e-05
208,0.0008667882111226526
209,4.151095890544705e-07
210,0.0018407275216257611
211,0.00030868946813499465
212,0.008634884530859853
213,1.5641883012435008e-06
214,0.01807881472240214
215,0.0007527809979890126
216,0.0033158348082372364
217,0.029105205094806515
218,0.0006247277417803462
219,0.0001967349896422284
220,0.000501041987185328
221,0.001202436909982534
222,8.965838110721e-06
223,0.0310100857835745
224,0.0005801496558962814
225,0.034605006951050316
226,0.004563603575254225
227,0.00044843038072590776
228,2.928543629657026e-05
229,3.13378092259034e-06
230,0.0003813826001330723
231,4.690950212165503e-06
232,2.5074680877139095e-06
233,7.522728792109207e-07
234,0.0035093258826555617
235,4.228703485838133e-05
236,8.270943474285384e-05
237,0.0004826552668095384
238,0.0006334100815249379
239,0.0001415355069433722
240,0.0033786602690492763
241,1.8089769816270245e-05
242,8.267385822679935e-10
243,2.0139099134967147e-10
244,2.1976600068282353e-06
245,7.362035327791135e-05
246,1.2394172457880237e-06
247,0.0441691976977084
248,0.00014515083070656937
249,2.256638477272881e-06
250,0.00013691498588672008
251,0.052016113164699194
252,5.862569061182783e-06
253,3.143551671519095e-06
254,0.0007258011200411571
255,4.5213478780583954e-05
256,4.246692690502207e-10
257,6.0762434558000016e-05
258,0.004954878231963875
259,0.0014918286968567548
260,0.0011196372788554846
261,4.115358294367777e-05
262,0.0008667882111226526
263,7.755593602457245e-05
264,0.0008335300867180133
265,1.8838347399299088e-05
266,5.538668057218968e-08
267,1.8779910226963553e-13
268,2.495389485853003e-05
269,0.00015446427137503355
270,9.761474512439786e-05
271,3.7952700447416623e-07
272,1.3433358514997959e-05
273,7.912722846479176e-07
274,0.001229310138626387
275,0.0024590830844345235
276,3.019445247316677e-08
277,0.0005851739891917582
278,0.010257593228442665
279,6.902415173489302e-07
280,0.0009063214899575965
281,1.016919794691112e-05
282,0.0005861428410511084
283,0.0010149416141449301
284,1.2839129391068328e-05
285,1.3029433361788782e-06
286,4.700097779240288e-10
287,0.00046480809235435137
288,4.398238783755427e-08
289,0.00027851580479819576
290,1.4342943076713958e-06
291,0.0012228712433275434
292,0.00038478967157397614
293,0.0026949404618002294
294,4.077403901657899e-05
295,2.377321948367546e-06
296,3.396941497355272e-06
297,9.337738436269138e-06
298,9.022108218187563e-08
299,7.321733425362365e-09
300,2.446431843047337e-06
301,1.4342943076713958e-06
302,1.925381457749133e-05
303,1.0879013128936891e-07
304,0.01368276554260216
305,0.07424004261418177
306,1.6322473240675114e-06
307,0.0014621257340808843
308,2.722767435601551e-05
309,0.000877827548326711
310,1.4116414964544386e-06
311,0.00253761802275166
312,0.008930826858554935
313,0.00014956843821162924
314,2.357455926990514e-06
315,1.3366848054289886e-05
316,2.372875639793003e-06
317,0.0017963310761576117
318,1.3587611803243922e-06
319,8.285581359925894e-07
320,8.991386456772418e-05
